Query: 浙江大学紫金港校区海洋大楼南侧浙江大学建筑工程学院A楼(南大门), Truth: 紫金港路隧道东200米浙江大学建筑工程学院A楼(南门), Distance: 19123
Query: 聚园路南江晖路顺丰速运, Truth: 西兴街江晖路8号顺丰速运(江晖路), Distance: 6431
Query: 润园街南侧全家24小时便利店（塘家费路店）, Truth: 跨贸小镇费家塘路696号全家便利店（费家塘路店）, Distance: 654
Query: 振宁路南侧大鲫大鲤, Truth: 振宁路535-537号大鲫大鲤钓具·户外(振宁店), Distance: 53614
Query: 古墩路东荷花苑南大门, Truth: 莲花街172号荷花苑(南2门), Distance: 6159
Query: 五星路与市民街交叉路口西北170米中华钱塘航空大厦1号楼(西南门), Truth: 市民街中华钱塘航空大厦1幢(西南门), Distance: 121373
Query: 临杭公路与宁桥大道交叉口被160米13栋, Truth: 五杭路与宁桥大道交叉口北200米龙安河13号楼, Distance: 4185
Query: 云锦中心对面凤凰家园南区(南东1门), Truth: 新港路京明·凤凰家园南区(东南1门), Distance: 124823
Query: 池华街偏北自在城东苑(东南大门), Truth: 金渡北路和大禹路的交叉口附近金地自在城东苑(东南门), Distance: 444
Query: 古墩路与池华街交叉口西南角民呀园14-1, Truth: 池华街铭雅苑·西区14-1, Distance: 755
Query: 利一家园西北方北辰大酒店停车区, Truth: 杭州国际博览中心北辰大酒店停车场, Distance: 939
Query: 乐速面疙瘩(顺福路店）南和谐嘉园12幢, Truth: 上城区和谐嘉园南苑12幢, Distance: 521
Query: 北塘东路以北中策橡胶公司国强汽车维修, Truth: 青外线中策橡胶集团有限公司国强修理店, Distance: 15915
Query: 丁兰路与紫丁香街交叉口东120米丁桥大唐苑23幢, Truth: 紫丁香街239号丁桥大唐苑23号楼, Distance: 468
Query: 云北通书面美都广场(南门), Truth: 美都广场(东南门), Distance: 21796
Query: 嘉仁路西侧鲜丰水果市(同仁家园), Truth: 三墩镇同仁家园逸林苑1幢102-2商铺鲜丰水果超市(同仁家园店), Distance: 13424
Query: 兴业街和华中南路交叉口胖子烧烤餐馆, Truth: 石桥街道华中南路642号胖子烧烤, Distance: 846
Query: 之江路北侧中信银行杭州分行钱江新城新大楼停车处, Truth: 钱江新城香樟街迪凯银座东南100米中信银行杭州分行钱江新城新大楼停车场, Distance: 16476
Query: 科技园路西边中国农业银行, Truth: 下沙路口新加坡科技园6号大街19号中国农业银行(杭州科技园支行), Distance: 610
Query: 华莱士北侧耀圣·南钻金座, Truth: 通惠中路252号南钻金座, Distance: 435
Query: 莫干山79-2莫干山79号2幢, Truth: 莫干山路79号莫干山路79号2幢, Distance: 921
Query: 仓溢景苑西侧仓溢小区33号栋, Truth: 余杭区仓溢绿苑33栋, Distance: 859
Query: 杭州市西湖区文苑幼园东蒋村电4信大楼, Truth: 紫荆花路108号蒋村电信大楼, Distance: 1272
Query: 美邻嘉苑对门逸城6, Truth: 华丰中路与勤丰路交叉路口往西北约50米(阳光逸城)阳光逸城6幢, Distance: 39181
Query: 百田巷北侧枸桔弄街道社区居委会, Truth: 全福桥路520号附近枸桔弄社区居委会, Distance: 896
Query: 城西银泰城里奈雪的茶饮品店(城西银泰店), Truth: 丰潭路380号1F083、085商铺奈雪的茶(城西银泰店), Distance: 711
Query: 鸥翔支路西侧欧美T8, Truth: 未来科技城欧美金融城澳洲中心北楼欧美金融城T8幢, Distance: 430
Query: 戴家墩路101号三酥屋食品, Truth: 戴家墩路101号三味酥屋, Distance: 708
Query: 香梅路东侧浙缆中策电缆有限责司公任, Truth: 区临平区经济开发区唐梅路13号浙缆中策电缆有限公司, Distance: 807
Query: 黄龙路西侧156酒店(如家快捷酒店杭州西湖黄龙旅游集散中心店), Truth: 黄龙路1号如家快捷酒店(杭州西湖黄龙旅游集散中心店)F1层156156(如家快捷酒店杭州西湖黄龙旅游集散中心店), Distance: 869
Query: 绍兴路555号综合服务大厅窗口, Truth: 绍兴路555号一号楼1F人社综合服务窗口(拱墅区行政服务中心), Distance: 22432
Query: 我的草莓园西边长树区79号楼, Truth: 龙兴街长树新区长树新区79号楼, Distance: 828
Query: 庆春路与直大方伯交叉口附近F1层急诊ICU监护, Truth: 庆春路79号浙江大学附属第一医院门诊大楼F1层急诊ICU监护(浙江大学附属第一医院门诊大楼), Distance: 752
Query: 庆春路北侧奥的斯机电梯有限公司, Truth: 青春坊17幢101室奥的斯机电电梯有限公司, Distance: 388
Query: 东湖北路与超峰东路十字路口远舟优学(北站分校), Truth: 东湖北路112号远舟优学(北站校区), Distance: 556
Query: 黄姑山路东面软件园区19号楼, Truth: 教工路1号(天目山路176号)西湖数源软件园西湖数源软件园19号楼, Distance: 4534
Query: 延安路与解放路交叉路口西北100米小凉台Balcony糕店(湖滨银泰IN77E区), Truth: 小凉台Balcony(湖滨银泰IN77E区), Distance: 914
Query: 业成街以北合景天峻·公寓12号楼, Truth: 章太炎故居西南300米天峻公寓合景天峻·公寓12幢, Distance: 26321
Query: 市心中路与彩虹大道交叉口附地近站铁B2口, Truth: 2号线杭发厂地铁站B2口, Distance: 842
Query: 绿城运河郡西面信步闲庭停车场, Truth: 后横港路与里马弄交叉口北50米停车场(信步闲庭西), Distance: 932
Query: 元谷和睦文化创意园对面信义坊北2门, Truth: 信义坊商街4号信义坊小区信义坊小区(北2门), Distance: 11626
Query: 杭州宝鹿影视文化传媒有限公司附近华手机维修, Truth: 祥园路108号八戒工厂2F-2005室华耀电脑手机维修, Distance: 631
Query: 复兴李西侧复兴东苑小区2幢, Truth: 复兴立交地面道路与紫花路交叉路口往北约50米复兴东苑2幢复兴东苑2号楼, Distance: 17499
Query: 老东岳菜场东北市场公共厕所, Truth: 东岳街34号公共厕所(东岳菜场), Distance: 811
Query: 东宁路与天城路交叉口附近火车站机场航站楼, Truth: 杭州东站G层杭州萧山国际机场火车东站航站楼, Distance: 994
Query: 杭行路好运接路口废品回收, Truth: 好运街306号废品回收, Distance: 687
Query: 江陵路1740号骏宝宝马5S店, Truth: 江陵路1740号杭州骏宝行汽车销售服务有限公司, Distance: 21565
Query: 西文街18号移动忆江指定专营店(小伟维修), Truth: 西文街18号物美超市一楼手机配件店F1-004室小伟手机维修, Distance: 14861
Query: 4号大街与益泰街交叉路口东南方向职业技术学院网球场, Truth: 下沙经济开发区4号街浙江育英职业技术学院内浙江育英职业技术学院网球场, Distance: 9694
Query: 华成·钱塘艺墅附近小区南区东南2门, Truth: 兰巷17附近白塔人家南区(东南2门), Distance: 25811
Query: 杭州市临平区崇贤第二小学(杨家浜校区)西侧旭辉运河悦章东大门, Truth: 余杭区丽水北路旭辉运河悦章(东门), Distance: 3400
Query: 萍水街南侧中学(西南门), Truth: 和睦新村46杭州市启航中学(西南门), Distance: 1935
Query: 杭州塔姆科技有限公司往北彩宏地下停车场(进出口), Truth: 彩宏大厦内部地下停车场(出入口), Distance: 663
Query: 黄焖鸡米饭(中医院店)穿过育才路直行约30米的萧山区中院医卒中中心, Truth: 萧山区中医院卒中中心, Distance: 909
Query: 桃浦弄南侧方易·城市10, Truth: 古墩路12号方易·城市心境10幢, Distance: 361
Query: 杭乔路西侧阳光国际东区, Truth: 通盛路6号附近阳光国际花园观澜苑, Distance: 8416
Query: 远洋国际中心西南角乐堤港A区卡西欧, Truth: 丽水路58号乐堤港A区B1层卡西欧(乐堤港A区), Distance: 3540
Query: 建业路西仁苑帮宁大药房, Truth: 建业路仁苑25号帮宁大药房(仁苑店), Distance: 421
Query: 明月桥路东北方盈澜商务中心停场车, Truth: 天城路与明月桥路交叉路口往东北约100米盈澜商务中心地下停车场, Distance: 594
Query: 萧杭路偏西南盐业萧山分公司食盐配送中心1栋, Truth: 萧山区杭州市盐业有限公司萧山分公司食盐配送中心1栋, Distance: 9561
Query: 鹤亭街和浒溪路交叉口特斯拉充电站万马电缆, Truth: 南环路88号浙江万马电缆露天停车场特斯拉充电站(浙江万马电缆), Distance: 41085
Query: 紫丁香街与同港路红绿灯交叉口西北方向附近到达天阳晴朗4铠装, Truth: 紫丁香街天阳晴朗天阳晴朗4幢, Distance: 671
Query: 教工路与文三路交叉路口西北450米翠苑街道老年文化艺术团棋牌队, Truth: 学院路106号附近翠苑街道夕阳红文化艺术团棋牌队, Distance: 955
Query: 湖州街北蔡马新村82号楼, Truth: 拱墅区蔡马新村82幢, Distance: 746
Query: 锦天路和石镜街交叉口西南向北区9幢, Truth: 玲珑街道钱王街左邻右里(东区)锦天花园北区9幢, Distance: 576
Query: 同顺街到荆长路交叉路西南面西溪北苑西区63号楼, Truth: 余杭区西溪北苑西区63幢, Distance: 582
Query: 后坞线与安仁互通路口西250米杭派民居小区, Truth: 乾潭镇安仁村(福德隆超市附近)杭派民居, Distance: 66312
Query: 新塘路西面凤起时代大楼(北门), Truth: 新塘路99号附近凤起时代大厦(北门), Distance: 7743
Query: 紫金港路21号商业地下停车场, Truth: 紫金港路21号(西溪天堂·栖悦城文旅奥莱)西溪天堂商业街-地下停车场, Distance: 3650
Query: 勤学路东侧立志园(西2出口, Truth: 勤学路立志园(西2门), Distance: 486
Query: 港城大道与坞南线交叉口的东面的1号线杭州大会展中心地铁站C1口, Truth: 1号线杭州大会展中心地铁站C1口, Distance: 325
Query: 运溪路与东西大道交叉口东北630米东莲村廊家斗店, Truth: 良渚街道东莲村东莲村郎家斗健身点, Distance: 816
Query: 天城东路与银沙路交叉路口浙江亿脉生物有限公司, Truth: 天城东路175号东沙铭城4楼西区18号浙江亿脉生物科技股份有限公司, Distance: 10655
Query: 恩波城市广场西南边中石化富阳加油加气站(恩波大道), Truth: 恩波大道471号中国石化富阳加油加气站(恩波大道), Distance: 843
Query: 之江路与飞云江路交叉口偏东北百果园(春江花月店), Truth: 飞云江路26-12号百果园PAGODA(春江花月店), Distance: 913
Query: 康良街南面北秀7幢, Truth: 良渚街道良港东西大道北秀蓝湾北秀蓝湾花苑7号楼, Distance: 325
Query: 开路与延安路交叉口西50米江南晟世美食街(涌金广场店), Truth: 延安路135号涌金广场3层江南晟世美食广场(涌金广场店), Distance: 4860
Query: 宋浇造巷东段团子巷小区(北大门), Truth: 祖庙巷团子巷小区(东门), Distance: 707
Query: 首城小区西面名苑小区西南门, Truth: 临平新城世纪大道与望梅路交叉口华章名苑华章名苑(西南门), Distance: 438
Query: 民和路与奔竞大道交叉口西220米2栋(B大门, Truth: 民和路800号宝盛世纪中心2号楼宝盛世纪中心2号楼(B号门), Distance: 5538
Query: 杭行路石祥西路交叉口西500米杭州国际会展, Truth: 石祥路589号杭州市国际会展中心, Distance: 55
Query: 星澜里东北侧西苑9号楼, Truth: 西兴路缤纷西苑9幢, Distance: 15417
Query: 玛丽阿姨美国健康洗衣(丁桥店))往东丁桥景园9栋, Truth: 蕙兰雅路269号丁桥景园南苑9幢, Distance: 679
Query: 余杭塘路与创景路交叉口附近时代未来之城1号楼, Truth: 余杭区奥克斯时代未来之城1号楼, Distance: 43065
Query: 中梁百悦城隔壁理想湾4号楼, Truth: 东湖街道新洲路众安理想湾4幢众安理想湾4幢, Distance: 787
Query: 学源街高沙路口(公交站往西走40米后左转15米的停车场出入口, Truth: 高沙学源大厦停车场(出入口), Distance: 18721
Query: 世纪华联超市(岩桥路店旁边海康威视宿舍大楼, Truth: 求是路299号海康威视宿舍区, Distance: 62745
Query: 永波街1号小区9幢, Truth: 永波街1号都市枫林公寓9幢, Distance: 765
Query: 临半路南向杭钢西苑小区4栋, Truth: 半山路620号杭钢西苑4号楼, Distance: 19169
Query: 地铁2号线东侧同人广场D座(东入口, Truth: 古墩路598号同人广场D座(东正门), Distance: 941
Query: 学埠路与石塘东路交叉口西北边复地·又一城25幢, Truth: 月牙二路(复地又一城)复地·连城国际25幢, Distance: 316
Query: 南丰路与港城大道交叉口附港城大道铁站B, Truth: 1号线港城大道地铁站B口, Distance: 995
Query: 与身堂养生SPA对面景苑中学校(西门), Truth: 天城东路504附近景苑中学(西门), Distance: 938
Query: 波箱维修附近杭州萧山伟业修理店, Truth: 党柯路86号(佳丽花边)杭州萧山伟业汽车修理厂, Distance: 757
Query: 旭辉运河悦章对面10号楼, Truth: 丽水北路881号恒基旭辉府10幢恒基旭辉府10幢, Distance: 8603
Query: 禹荷路地铁站A口步行450米花苑16栋, Truth: 临平北沙西路绿城·莲园西南150米合丰花苑16栋, Distance: 351
Query: 杭州市澎博幼儿园普德园区对面普福中国电信, Truth: 彭埠镇普德路28号中国电信(普福店), Distance: 29469
Query: 庆春路与老浙大直路交叉口附近浙大直路11号, Truth: 大学路凯旋门商业中心(翰林花园附近)老浙大直路11号, Distance: 22715
Query: 天鹤路与丁兰路交叉口南160米中共皋亭山景区建设管理委员会, Truth: 丁兰路附近中共皋亭山景区建设管理委员会工作委员会, Distance: 530
Query: 白鹤亭西面小区74号楼, Truth: 山居路(富春江花苑)富春江花苑74号楼, Distance: 364
Query: 金盛曼城附近浦沿C口地铁站, Truth: 4号线浦沿地铁站C口, Distance: 339
Query: 西南山东路与西南山南路交叉口南小市场, Truth: 西南山东路与西南山南路交叉口南100米小商品市场, Distance: 41
Query: 上塘路600号迪卡侬大关, Truth: 上塘路600号南区(百安居内)迪卡侬(大关店), Distance: 972
Query: 余杭塘路与紫霞街交叉口东南100米西溪西庐(西北门), Truth: 紫霞街西溪名庐(西北门), Distance: 862
Query: 文淙南路和学源街交叉口往西410米汇丰接送点, Truth: 汇丰大厦附近汇丰大厦-接送点, Distance: 20621
Query: 钱王街与吴山街交叉路口东南方向青龙公寓14栋, Truth: 临安区青龙公寓14号楼, Distance: 77697
Query: 政法街北面停车场, Truth: 东梅路与政法街交叉口西50米停车场(河畔新村东南), Distance: 944
